npsn,name,status,grade,district_id,district,regency_id,regency,province_id,province,latitude,longitude
40201353,SMKN 2 POSO,NEGERI,SMK,180321,Kec. Poso Kota Selatan,180300,Kab. Poso,180000,Prov. Sulawesi Tengah,-1.4088,120.7562
30402597,SMKN 2 TANJUNG SELOR,NEGERI,SMK,340209,Kec. Tanjung Selor,340200,Kab. Bulungan,340000,Prov. Kalimantan Utara,2.8503,117.399
69960200,SMKS AL QODIRI GUMUKMAS,SWASTA,SMK,52402,Kec. Gumuk Mas,52400,Kab. Jember,50000,Prov. Jawa Timur,-8.3064654,113.390852
10804172,SMKS PENDOWO TUMIJAJAR,SWASTA,SMK,121202,Kec. Tumijajar,121200,Kab. Tulang Bawang Barat,120000,Prov. Lampung,-4.6596,105.0585
69765081,SMKS PRATAMA,SWASTA,SMK,20519,Kec. Gunungputri,20500,Kab. Bogor,20000,Prov. Jawa Barat,-6.4685,107.0451
69972547,SMK Pelita Madani Pringsewu,SWASTA,SMK,121002,Kec. Sukoharjo,121000,Kab. Pringsewu,120000,Prov. Lampung,-5.312668,104.996767
50219664,SMKN 1 LUNYUK,NEGERI,SMK,230402,Kec. Lunyuk,230400,Kab. Sumbawa,230000,Prov. Nusa Tenggara Barat,-8.956,117.2204
20517743,SMKS PGRI DAMPIT,SWASTA,SMK,51807,Kec. Dampit,51800,Kab. Malang,50000,Prov. Jawa Timur,-8.1865,112.7886
69995877,SMKS PESRA AL-AMIN MAWASANGKA,SWASTA,SMK,201603,Kec. Mawasangka Tengah,201600,Kab. Buton Tengah,200000,Prov. Sulawesi Tenggara,-5.3339,122.3569
20103267,SMKS BINA DHARMA,SWASTA,SMK,16402,Kec. Ciracas,16400,Kota Jakarta Timur,10000,Prov. D.K.I. Jakarta,-6.3275,106.8848
69933644,SMKN PAISANAUNU,NEGERI,SMK,240422,Kec. Biboki Tanpah,240400,Kab. Timor Tengah Utara,240000,Prov. Nusa Tenggara Timur,-9.3388,124.7893
50308201,SMKN 1 WELAK,NEGERI,SMK,241607,Kec. Welak,241600,Kab. Manggarai Barat,240000,Prov. Nusa Tenggara Timur,-8.6275,120.1751
69774725,SMK CENDIKIA PASEH,SWASTA,SMK,20808,Kec. Paseh,20800,Kab. Bandung,20000,Prov. Jawa Barat,-7.0135,107.7884
69815389,SMKS WIDYA 3 BATAM,SWASTA,SMK,316014,Kec. Batu Aji,316000,Kota Batam,310000,Prov. Kepulauan Riau,1.157337,104.014427
60729037,SMKS NASIONAL,SWASTA,SMK,52705,Kec. Omben,52700,Kab. Sampang,50000,Prov. Jawa Timur,-7.0725,113.298
20229204,SMKS FAJAR DEPOK,SWASTA,SMK,26602,Kec. Pancoran Mas,26600,Kota Depok,20000,Prov. Jawa Barat,-6.3956,106.805
69956672,SMKS AL INSANI CICALENGKA,SWASTA,SMK,20810,Kec. Cicalengka,20800,Kab. Bandung,20000,Prov. Jawa Barat,-6.9973,107.8389
69969221,SMK ISLAM DAN TEKNOLOGI,SWASTA,SMK,21010,Kec. Wado,21000,Kab. Sumedang,20000,Prov. Jawa Barat,-6.9422,108.0829
40306552,SMKS KRISTEN MAKALE,SWASTA,SMK,191804,Kec. Makale,191800,Kab. Tana Toraja,190000,Prov. Sulawesi Selatan,-3.1074,119.8513
60725470,SMKS ISLAM AL HIDAYAH,SWASTA,SMK,32105,Kec. Karang Tengah,32100,Kab. Demak,30000,Prov. Jawa Tengah,-6.919,110.5954
69980183,SMK KESEHATAN BHAKTI BANGSA MEDIKA,SWASTA,SMK,51924,Kec. Nguling,51900,Kab. Pasuruan,50000,Prov. Jawa Timur,-7.717944,113.071782
50220326,SMKS PELITA HARAPAN,SWASTA,SMK,230602,Kec. Bolo,230600,Kab. Bima,230000,Prov. Nusa Tenggara Barat,-8.5111,118.6461
20103786,SMKN 40 JAKARTA,NEGERI,SMK,16410,Kec. Matraman,16400,Kota Jakarta Timur,10000,Prov. D.K.I. Jakarta,-6.1985,106.8693
20233761,SMKN 1 JATIBARANG,NEGERI,SMK,21813,Kec. Jatibarang,21800,Kab. Indramayu,20000,Prov. Jawa Barat,-6.4273,108.2974
20507715,SMKN 1 GEGER,NEGERI,SMK,50802,Kec. Geger,50800,Kab. Madiun,50000,Prov. Jawa Timur,-7.6964,111.5173
20559042,SMKS BHAKTI,SWASTA,SMK,51602,Kec. Bandung,51600,Kab. Tulungagung,50000,Prov. Jawa Timur,-8.1579,111.7856
20552083,SMKS IDHOTUN NASYIIN KALITENGAH,SWASTA,SMK,50719,Kec. Kalitengah,50700,Kab. Lamongan,50000,Prov. Jawa Timur,-7.099,112.2631
20224516,SMKS ANGKASA TASIKMALAYA,SWASTA,SMK,26808,Kec. Tawang,26800,Kota Tasikmalaya,20000,Prov. Jawa Barat,-7.3366,108.238
20331098,SMKS LENTERA KENDAL,SWASTA,SMK,32417,Kec. Kota Kendal,32400,Kab. Kendal,30000,Prov. Jawa Tengah,-6.9206,110.1859
69733930,SMK NEGERI 1 BANGUN PURBA,NEGERI,SMK,90910,Kec. Bangun Purba,90900,Kab. Rokan Hulu,90000,Prov. Riau,0.3327,100.9029
40405292,SMKS NURUL AMAL PETUDUA,SWASTA,SMK,200412,Kec. Tanggetada,200400,Kab. Kolaka,200000,Prov. Sulawesi Tenggara,-4.345236,121.559132
69775719,SMKS NGESTI WIDHI HUSADA,SWASTA,SMK,32417,Kec. Kota Kendal,32400,Kab. Kendal,30000,Prov. Jawa Tengah,-6.9147,110.2076
20600562,SMKS ROUDLOTUL IHSAN,SWASTA,SMK,280140,Kec. Sobang,280100,Kab. Pandeglang,280000,Prov. Banten,-6.5556,105.7574
20606898,SMKN 4 TANGERANG,NEGERI,SMK,286103,Kec. Tangerang,286100,Kota Tangerang,280000,Prov. Banten,-6.187,106.6379
69899526,SMK AL FIKRI,SWASTA,SMK,286004,Kec. Cibeber,286000,Kota Cilegon,280000,Prov. Banten,-6.0363,106.0557
69759141,SMKS ISLAM TOBELO,SWASTA,SMK,270401,Kec. Tobelo,270400,Kab. halmahera Utara,270000,Prov. Maluku Utara,1.719653,128.006743
20362115,SMKS SEKAR BUMI NUSANTARA,SWASTA,SMK,32507,Kec. Gringsing,32500,Kab. Batang,30000,Prov. Jawa Tengah,-6.9649,110.003
20508441,SMKS PSM 1 KEDUNGGALAR,SWASTA,SMK,50913,Kec. Kedunggalar,50900,Kab. Ngawi,50000,Prov. Jawa Timur,-7.4258,111.3026
20564082,SMKS ASSALAM BANTUR,SWASTA,SMK,51804,Kec. Bantur,51800,Kab. Malang,50000,Prov. Jawa Timur,-8.2222,112.5772
20517759,SMKS MUHAMMADIYAH 1 KEPANJEN,SWASTA,SMK,51816,Kec. Kepanjen,51800,Kab. Malang,50000,Prov. Jawa Timur,-8.132432,112.575312
69940436,SMK Global Pasanggrahan,SWASTA,SMK,26810,Kec. Bungursari,26800,Kota Tasikmalaya,20000,Prov. Jawa Barat,-7.3237,108.1712
20360131,SMKS SATYA PRAJA PRAJA 3 TAMAN,SWASTA,SMK,32709,Kec. Taman,32700,Kab. Pemalang,30000,Prov. Jawa Tengah,-6.9223,109.4272
69947787,SMK HUBBUL WATHON,SWASTA,SMK,21201,Kec. Cipatujah,21200,Kab. Tasikmalaya,20000,Prov. Jawa Barat,-7.6885528,108.0835869
69888497,SMKS FARMASI TUNAS HARAPAN,SWASTA,SMK,32107,Kec. Demak,32100,Kab. Demak,30000,Prov. Jawa Tengah,-6.8949,110.642
50205218,SMKN 1 JANAPRIA,NEGERI,SMK,230204,Kec. Janapria,230200,Kab. Lombok Tengah,230000,Prov. Nusa Tenggara Barat,-8.7245,116.4063
10496915,SMK NEGERI 1 KUNTO DARUSSALAM,NEGERI,SMK,90906,Kec. Kunto Darussalam,90900,Kab. Rokan Hulu,90000,Prov. Riau,0.8824,100.6357
69979549,SMK AL - KHOLILIYAH BANGKALAN,SWASTA,SMK,52911,Kec. Bangkalan,52900,Kab. Bangkalan,50000,Prov. Jawa Timur,-7.033083,112.748742
69754520,SMKS TUNAS KANCANA,SWASTA,SMK,20706,Kec. Tanggeung,20700,Kab. Cianjur,20000,Prov. Jawa Barat,-7.2581,107.0868
20253229,SMKS BM ABDI NEGARA 2 CIBARUSAH BM,SWASTA,SMK,22203,Kec. Cibarusah,22200,Kab. Bekasi,20000,Prov. Jawa Barat,-6.4131,107.0924
69896630,SMK INSAN MADANI,SWASTA,SMK,26601,Kec. Sawangan,26600,Kota Depok,20000,Prov. Jawa Barat,-6.426,106.7829
20313026,SMKS KOSGORO 2 SRAGEN,SWASTA,SMK,31408,Kec. Ngrampal,31400,Kab. Sragen,30000,Prov. Jawa Tengah,-7.379,111.0549
20360644,SMKS MUHAMMADIYAH 2 WONOSOBO,SWASTA,SMK,30701,Kec. Wadaslintang,30700,Kab. Wonosobo,30000,Prov. Jawa Tengah,-7.5496,109.8093
69786398,SMKS MA`ARIF WALISONGO KAJORAN,SWASTA,SMK,30813,Kec. Kajoran,30800,Kab. Magelang,30000,Prov. Jawa Tengah,-7.4849,110.101
40502101,SMKS TARUNA BAHARI,SWASTA,SMK,300507,Kec. Tomilito,300500,Kab. Gorontalo Utara,300000,Prov. Gorontalo,0.8456,122.9155
69889104,SMK AL KYAI SUKOSEWU,SWASTA,SMK,50514,Kec. Sukosewu,50500,Kab. Bojonegoro,50000,Prov. Jawa Timur,-7.2747,111.952
20224522,SMKS GALUNGGUNG TASIKMALAYA,SWASTA,SMK,26807,Kec. Cihideung,26800,Kota Tasikmalaya,20000,Prov. Jawa Barat,-7.3442,108.213
69880786,SMK TRI BHAKTI,SWASTA,SMK,120310,Kec. Abung Tengah,120300,Kab. Lampung Utara,120000,Prov. Lampung,-4.917252,104.74031
20103790,SMKN 22 JAKARTA,NEGERI,SMK,16401,Kec. Pasar Rebo,16400,Kota Jakarta Timur,10000,Prov. D.K.I. Jakarta,-6.295,106.8555
69930829,SMK TAHFIDZIL QURAN,SWASTA,SMK,52613,Kec. Pasean,52600,Kab. Pamekasan,50000,Prov. Jawa Timur,-6.9423665,113.6094258
20329860,SMKS ISTEK TEGAL,SWASTA,SMK,36504,Kec. Margadana,36500,Kota Tegal,30000,Prov. Jawa Tengah,-6.8772,109.0797
10305576,SMKS DHARMA BAKTI LUBUK ALUNG,SWASTA,SMK,80502,Kec. Lubuk Alung,80500,Kab. Padang Pariaman,80000,Prov. Sumatera Barat,-0.6769,100.3532
10261395,SMK SWASTA KRISTEN BNKP ULUSUSUA,SWASTA,SMK,71724,Kec. Ulususua,71700,Kab. Nias Selatan,70000,Prov. Sumatera Utara,0.8047,97.7032
20208398,SMKS MUHAMADIYAH 2 SUMEDANG,SWASTA,SMK,21006,Kec. Sumedang Utara,21000,Kab. Sumedang,20000,Prov. Jawa Barat,-6.8349,107.9286
69728246,SMKS BPD NANASI,SWASTA,SMK,170109,Kec. Poigar,170100,Kab. Bolaang Mongondow,170000,Prov. Sulawesi Utara,0.997,124.3045
40103573,SMKS PELITA BAHARI BITUNG,SWASTA,SMK,176104,Kec. Madidir,176100,Kota Bitung,170000,Prov. Sulawesi Utara,1.4323,125.1244
69849364,SMK TUNAS MEDIA,SWASTA,SMK,26601,Kec. Sawangan,26600,Kota Depok,20000,Prov. Jawa Barat,-6.370835,106.7460567
69765016,SMK NEGERI 1 TATAPAAN,NEGERI,SMK,170519,Kec. Tatapan,170500,Kab. Minahasa Selatan,170000,Prov. Sulawesi Utara,1.287,124.5945
70003594,SMK NU AL-HIDAYAH MADURAN,SWASTA,SMK,50722,Kec. Maduran,50700,Kab. Lamongan,50000,Prov. Jawa Timur,-6.9755894,112.3063216
40305087,SMKS COKROAMINOTO PINRANG,SWASTA,SMK,191411,Kec. Paleteang,191400,Kab. Pinrang,190000,Prov. Sulawesi Selatan,-3.5968,119.5874
69857718,SMK SHOFWATUL KHAER BILOK PETUNG,SWASTA,SMK,230319,Kec. Sembalun,230300,Kab. Lombok Timur,230000,Prov. Nusa Tenggara Barat,-8.2962,116.4821
69830119,SMKN 1 JELAI HULU,NEGERI,SMK,130604,Kec. Jelai Hulu,130600,Kab. Ketapang,130000,Prov. Kalimantan Barat,-2.056812,110.881234
20605128,SMKS HASANUDIN 2 SERANG,SWASTA,SMK,286201,Kec. Cipocok Jaya,286200,Kota Serang,280000,Prov. Banten,-6.1317,106.1662
69774911,SMKN 1 BONEHAU,NEGERI,SMK,330111,Kec. Bonehau,330100,Kab. Mamuju,330000,Prov. Sulawesi Barat,-2.4765,119.4353
69761722,SMKS RISTEK ROWOKELE,SWASTA,SMK,30517,Kec. Rowokele,30500,Kab. Kebumen,30000,Prov. Jawa Tengah,-7.6564,109.4216
40315443,SMKS TRISAKTI AROEPPALA MAKASSAR,SWASTA,SMK,196013,Kec. Rappocini,196000,Kota Makassar,190000,Prov. Sulawesi Selatan,-5.1774,119.4589
20324225,SMKS MUHAMMADIYAH 1 PEMALANG,SWASTA,SMK,32708,Kec. Pemalang,32700,Kab. Pemalang,30000,Prov. Jawa Tengah,-6.9037,109.385
20309515,SMKS KRISTEN PEDAN,SWASTA,SMK,31014,Kec. Pedan,31000,Kab. Klaten,30000,Prov. Jawa Tengah,-7.6959694,110.6971844
20269309,SMKS FARMASI BPK PENABUR,SWASTA,SMK,26018,Kec. Andir,26000,Kota Bandung,20000,Prov. Jawa Barat,-6.9128,107.5659
69904930,SMKS DHARMA PARAMITHA,SWASTA,SMK,22219,Kec. Karang Bahagia,22200,Kab. Bekasi,20000,Prov. Jawa Barat,-6.2334,107.1676
60725235,SMK AL-MUTHMAINNAH,SWASTA,SMK,22218,Kec. Cikarang Barat,22200,Kab. Bekasi,20000,Prov. Jawa Barat,-6.3092,107.0646
20606821,SMKS MAKARYA,SWASTA,SMK,286107,Kec. Larangan,286100,Kota Tangerang,280000,Prov. Banten,-6.1958,106.695
30204253,SMKS BHAKTI MULYA SAMPIT,SWASTA,SMK,140406,Kec. Mentawa Baru Ketapang,140400,Kab. Kotawaringin Timur,140000,Prov. Kalimantan Tengah,-2.5362,112.9168
69944683,SMK NEGERI 1 RAMBAH HILIR,NEGERI,SMK,90908,Kec. Rambah Hilir,90900,Kab. Rokan Hulu,90000,Prov. Riau,0.9321,100.4186
69849619,SMK KEHUTANAN WALI SEMBILAN,SWASTA,SMK,50604,Kec. Singgahan,50600,Kab. Tuban,50000,Prov. Jawa Timur,-6.9425,111.8797
20615730,SMKS IBNU MASKI,SWASTA,SMK,280338,Kec. Gunung Kaler,280300,Kab. Tangerang,280000,Prov. Banten,-6.0843817,106.3842383
70006273,SMKS PLUS DARUL HUDA,SWASTA,SMK,90806,Kec. Ukui,90800,Kab. Pelalawan,90000,Prov. Riau,-0.16,102.1345
60728471,SMKS NU ENTERPRENEUR 01 LEBAKSIU,SWASTA,SMK,32806,Kec. Lebaksiu,32800,Kab. Tegal,30000,Prov. Jawa Tengah,-7.0215,109.1414
69895857,SMK EKAPATA,SWASTA,SMK,241907,Kec. Wewewa Utara,241900,Kab. Sumba Barat Daya,240000,Prov. Nusa Tenggara Timur,-9.411527,119.352992
40310224,SMKS PRATIDINA MAKASSAR,SWASTA,SMK,196003,Kec. Tamalate,196000,Kota Makassar,190000,Prov. Sulawesi Selatan,-5.1747,119.4157
69968519,SMK Negeri 4 Sarmi,NEGERI,SMK,251906,Kec. Pantai Barat,251900,Kab. Sarmi,250000,Prov. Papua,-1.7476047,138.4622175
69981848,SMK Kristen Belle,SWASTA,SMK,240309,Kec. Kie,240300,Kab. Timor Tengah Selatan,240000,Prov. Nusa Tenggara Timur,-9.8504845,124.5260549
69991803,SMK S Amina Ali Rahim (ALIR) Kao,SWASTA,SMK,270403,Kec. Kao,270400,Kab. halmahera Utara,270000,Prov. Maluku Utara,1.1543936,127.898487
70008768,SMK Negeri 3 Prabumulih,NEGERI,SMK,116105,Kec. Cambai,116100,Kota Prabumulih,110000,Prov. Sumatera Selatan,0,0
10807053,SMK S PGRI 1 BANDAR LAMPUNG,SWASTA,SMK,126016,Kec. Kedamaian,126000,Kota Bandar Lampung,120000,Prov. Lampung,-5.4071,105.2773
40206530,SMKS SURYA LUWUK,SWASTA,SMK,180416,Kec. Luwuk Utara,180400,Kab. Banggai,180000,Prov. Sulawesi Tengah,-0.9291,122.8852
10800692,SMKS CAHYA KARTIKA PALAS,SWASTA,SMK,120112,Kec. Palas,120100,Kab. Lampung Selatan,120000,Prov. Lampung,-5.652097,105.678438
69759072,SMKS AWARA ARALLE,SWASTA,SMK,330410,Kec. Aralle,330400,Kab. Mamasa,330000,Prov. Sulawesi Barat,-2.775,119.1573
69767766,SMK NEGERI PERTANIAN WAPOGA,NEGERI,SMK,252610,Kec. Wapoga,252600,Kab. Waropen,250000,Prov. Papua,-2.7145,136.1263
10259983,SMKN 1 LUMBANJULU,NEGERI,SMK,71608,Kec. Lumban Julu,71600,Kab. Toba Samosir,70000,Prov. Sumatera Utara,2.5966,99.0213
69899282,SMK INTERMEDIKA,SWASTA,SMK,22001,Kec. Jatiluhur,22000,Kab. Purwakarta,20000,Prov. Jawa Barat,-6.5065,107.3939
20356186,SMKN 1 KUTASARI,NEGERI,SMK,30309,Kec. Kutasari,30300,Kab. Purbalingga,30000,Prov. Jawa Tengah,-7.3391,109.308
20532252,SMKS BERDIKARI 1 SURABAYA,SWASTA,SMK,56010,Kec. Gubeng,56000,Kota Surabaya,50000,Prov. Jawa Timur,-7.2653,112.7629
69774919,SMKS BINA BANGSA,SWASTA,SMK,330603,Kec. Topoyo,330600,Kab. Mamuju Tengah,330000,Prov. Sulawesi Barat,-1.9452,119.4222
10307984,SMKS PARAMITHA BUKITTINGGI,SWASTA,SMK,86002,Kec. Mandiangin Koto Selayan,86000,Kota Bukittinggi,80000,Prov. Sumatera Barat,-0.295334,100.366573
40206673,SMK TUNAS HARAPAN BUNOBOGU,SWASTA,SMK,180504,Kec. Bunobogu,180500,Kab. Buol,180000,Prov. Sulawesi Tengah,1.0372,121.6143
20227478,SMKS TEKNOLOGI AL SALMAN GARUT,SWASTA,SMK,21140,Kec. Tarogong Kidul,21100,Kab. Garut,20000,Prov. Jawa Barat,-7.20034,107.893618
20253162,SMKS KESEHATAN AL IKHLAS,SWASTA,SMK,20511,Kec. Cisarua,20500,Kab. Bogor,20000,Prov. Jawa Barat,-6.6628,106.93
69971901,SMK AZ ZAHRA SEPATAN,SWASTA,SMK,280318,Kec. Sepatan,280300,Kab. Tangerang,280000,Prov. Banten,-6.1061,106.5861
50205614,SMKN 1 WERA,NEGERI,SMK,230607,Kec. Wera,230600,Kab. Bima,230000,Prov. Nusa Tenggara Barat,-8.3439,118.9236
69756137,SMK NEGERI 1 RONGGA,NEGERI,SMK,22301,Kec. Rongga,22300,Kab. Bandung Barat,20000,Prov. Jawa Barat,-7.0011,107.2721
69726021,SMKN 1 KOTA KOMBA,NEGERI,SMK,242002,Kec. Kota Komba,242000,Kab. Manggarai Timur,240000,Prov. Nusa Tenggara Timur,-8.7981,120.8066
20362809,SMKS AGRIBISNIS,SWASTA,SMK,32917,Kec. Brebes,32900,Kab. Brebes,30000,Prov. Jawa Tengah,-6.8335,109.0788
69774724,SMKS KARYA NUSANTARA,SWASTA,SMK,20803,Kec. Cimaung,20800,Kab. Bandung,20000,Prov. Jawa Barat,-7.0972,107.5601
69948389,SMKS KERTONEGORO,SWASTA,SMK,52410,Kec. Jenggawah,52400,Kab. Jember,50000,Prov. Jawa Timur,-8.307,113.6104
10403417,SMK NEGERI 1 MEMPURA,NEGERI,SMK,91115,Kec. Mempura,91100,Kab. Siak,90000,Prov. Riau,0.7736,102.0514
69764508,SMKN 1 LUBAI ULU,NEGERI,SMK,110432,Kec. Lubai Ulu,110400,Kab. Muara Enim,110000,Prov. Sumatera Selatan,-3.8205,104.1695
20360536,SMKN 1 PRACIMANTORO,NEGERI,SMK,31201,Kec. Pracimantoro,31200,Kab. Wonogiri,30000,Prov. Jawa Tengah,-8.0733,110.7907
69867943,SMK NU CANTIGI,SWASTA,SMK,21824,Kec. Cantigi,21800,Kab. Indramayu,20000,Prov. Jawa Barat,-6.3298,108.2284
20238037,SMKS PLUS AN_NADWAH TAMBUN SELATAN,SWASTA,SMK,22216,Kec. Tambun Selatan,22200,Kab. Bekasi,20000,Prov. Jawa Barat,-6.2778,107.0406
20103696,SMKS BUDAYA JAKARTA,SWASTA,SMK,16407,Kec. Duren Sawit,16400,Kota Jakarta Timur,10000,Prov. D.K.I. Jakarta,-6.2206,106.9057
69806648,SMK TELKOM BRAWIJAYA,SWASTA,SMK,56502,Kec. Kepanjenkidul,56500,Kota Blitar,50000,Prov. Jawa Timur,-8.0840975,112.1780271
10497366,SMKS AN NUR KUALA SELAT KATEMAN,SWASTA,SMK,90512,Kec. Kateman,90500,Kab. Indragiri Hilir,90000,Prov. Riau,0.1841,103.7552
20103759,SMKS MARDHIKA,SWASTA,SMK,16405,Kec. Kramat Jati,16400,Kota Jakarta Timur,10000,Prov. D.K.I. Jakarta,-6.2651,106.863
10260462,SMK NEGERI 1 LOLOMATUA,NEGERI,SMK,71706,Kec. Lolomatua,71700,Kab. Nias Selatan,70000,Prov. Sumatera Utara,0.9104,97.6611
10259756,SMK NEGERI 1 BANDAR MASILAM,NEGERI,SMK,70426,Kec. Bandar Masilam,70400,Kab. Simalungun,70000,Prov. Sumatera Utara,3.1951,99.2925
20100298,SMKS SAINT JOHN,SWASTA,SMK,16006,Kec. Kemayoran,16000,Kota Jakarta Pusat,10000,Prov. D.K.I. Jakarta,-6.1673,106.842
20340783,SMKS NURUL HUDA JIKEN,SWASTA,SMK,31607,Kec. Jiken,31600,Kab. Blora,30000,Prov. Jawa Tengah,-6.9985196,111.5083681
10606631,SMKS MUHAMMADIYAH 3 SUKARAJA,SWASTA,SMK,110802,Kec. Buay Madang,110800,Kab. Ogan Komering Ulu Timur,110000,Prov. Sumatera Selatan,-4.1509,104.5432
